"word_tokens"
"11"
"400"
"block"
"north"
"dearborn"
"witnesses"
"saturday’s"
"assailants"
"black"
"wore"
"camouflage"
"jacket"
"wore"
"blue"
"white"
"yellow"
"jacket"
"fled"
"westbound"
"superior"
"robbery"
"shirts"
"officer"
"scene"
"information"
"pattern"
"shared"
"central"
"detectives"
"312"
"747"
"8380"
"refer"
"pattern"
"p19"
"1"
"302b"
"kevin"
"o’malley"
"facebook"
"cook"
"county"
"judge"
"wednesday"
"sentenced"
"26"
"kristopher"
"pitts"
"prison"
"30"
"2015"
"shooting"
"death"
"kevin"
"o’malley"
"lakeview"
"pitts"
"paroled"
"11"
"months"
"credited"
"time"
"served"
"awaiting"
"trial"
"receiving"
"illinois"
"standard"
"50"
"sentence"
"reduction"
"behavior"
"jury"
"month"
"decided"
"convict"
"pitts"
"degree"
"degree"
"murder"
"slaying"
"prosecutors"
"stemmed"
"late"
"night"
"robbery"
"900"
"block"
"west"
"oakdale"
"panel"
"convicted"
"pitts"
"counts"
"involuntary"
"manslaughter"
"people"
"couldn’t"
"eyes"
"word"
"verdict"
"reported"
"aug"
"30"
"pitts"
"shoot"
"o’malley"
"robbery"
"wind"
"murder"
"conviction"
"jury"
"decision"
"speaking"
"cwbchicago"
"story"
"heard"
"completely"
"juror"
"speaking"
"condition"
"anonymity"
"read"
"makes"
"sound"
"pitts"
"guy’s"
"cell"
"phone"
"pop"
"pop"
"that’s"
"happened"
"wasn’t"
"juror"
"spoke"
"length"
"cwbchicago"
"reporter"
"weekend"
"insists"
"jury"
"base"
"decision"
"trial"
"feel"
"bad"
"family"
"son"
"boyfriend"
"shouldn’t"
"happened"
"i’m"
"comments"
"hope"
"jury"
"remembers"
"pitts"
"commits"
"crime"
"can’t"
"deciding"
"what’s"
"front"
"prosecution"
"juror"
"shitty"
"job"
"swelling"
"pitts"
"hands"
"o’malley"
"defense"
"lawyers"
"argued"
"chicago"
"police"
"department"
"brass"
"ring"
"murder"
"i’m"
"reading"
"dropped"
"gun"
"charges"
"juror"
"trial"
"commenced"
"month"
"prosecutors"
"dropped"
"14"
"felonies"
"approved"
"grand"
"jury"
"tossed"
"felony"
"gun"
"charges"
"felony"
"armed"
"robbery"
"charges"
"additional"
"murder"
"counts"
"jurors"
"opportunity"
"gun"
"robbery"
"aspects"
"alleged"
"crime"
"remaining"
"murder"
"counts"
"table"
"storyaccording"
"juror"
"defense"
"attorneys"
"argued"
"o’malley"
"approached"
"pitts"
"leaving"
"nearby"
"bar"
"closing"
"time"
"prosecutors"
"o’malley"
"borrow"
"cigarette"
"pitts"
"o’malley"
"buy"
"cocaine"
"didn’t"
"money"
"stand"
"pitts"
"recalled"
"telling"
"o’malley"
"you’re"
"wasting"
"time"
"o’malley"
"offered"
"deal"
"trading"
"phone"
"drugs"
"pitts"
"sound"
"fishy"
"juror"
"yeah"
"people"
"weird"
"sh"
"they’ve"
"drinking"
"o’malley"
"smoker"
"don’t"
"addressed"
"smokes"
"drugs"
"cocaine"
"heard"
"toxicology"
"reports"
"drugs"
"o’malley’s"
"system"
"alcohol"
"blood"
"alcohol"
"content"
"18"
"juror"
"recalled"
"pack"
"found"
"ground"
"wasn’t"
"cocaine"
"o’malley’s"
"possession"
"where’d"
"rest"
"don’t"
"pitts"
"attorney"
"argued"
"o’malley"
"fighting"
"pitts"
"phone"
"court"
"shown"
"video"
"captured"
"bystander’s"
"phone"
"o’malley"
"pitts"
"squared"
"footage"
"capture"
"physical"
"struggle"
"juror"
"o’malley"
"top"
"pitts"
"beat"
"testimony"
"juror"
"recalled"
"swelling"
"visible"
"pitts"
"mugshot"
"juror"
"defense"
"attorneys"
"argued"
"o’malley"
"pounding"
"guy"
"top"
"pounding"
"samaritan"
"that’s"
"weird"
"jury"
"gun"
"o’malley"
"striking"
"pitts"
"juror"
"gun"
"falls"
"pitts"
"pulls"
"pocket"
"we’re"
"defense"
"pitts"
"didn’t"
"samaritan’s"
"motives"
"he’s"
"thinking"
"guys"
"coming"
"pound"
"supposedly"
"samaritan"
"grab"
"gun"
"shots"
"pitts"
"left"
"shoe"
"ran"
"dead"
"alley"
"climbed"
"platform"
"police"
"officer"
"arrest"
"minutes"
"guy"
"brandished"
"gun"
"o’malley"
"top"
"didn’t"
"gun"
"didn’t"
"phone"
"flowers"
"crime"
"scene"
"2015"
"cwbchicago"
"juror"
"piece"
"evidence"
"panel"
"explain"
"pitts"
"password"
"unlock"
"o’malley’s"
"phone"
"it’s"
"prosecution"
"learned"
"pitts"
"knowledge"
"assistant"
"state’s"
"attorney"
"explain"
"closing"
"arguments"
"2"
"5"
"8"
"0"
"straight"
"keypad"
"juror"
"remembered"
"prosecutor"
"assistant"
"state’s"
"attorney"
"faux"
"angry"
"dismissive"
"code"
"prosecution"
"disputed"
"explained"
"guess"
"don’t"
"here’s"
"deal"
"didn’t"
"pitts"
"run"
"phone"
"code"
"phone"
"adds"
"reasonable"
"doubt"
"there’s"
"bucketload"
"reasonable"
"doubt"
"deliberationsjurors"
"deliberated"
"couple"
"hours"
"gate"
"involuntary"
"manslaughter"
"foreman"
"breaking"
"murder"
"didn’t"
"ready"
"guy"
"degree"
"murder"
"degree"
"murder"
"support"
"don’t"
"recall"
"parameters"
"talked"
"kicked"
"support"
"scummy"
"guy"
"can’t"
"convict"
"don’t"
"true"
"robbery"
"dying"
"google"
"guy"
"feeling"
"wasn’t"
"time"
"dealing"
"police"
"jurors"
"charged"
"felony"
"pray"
"jury"
"hope"
"jury"
"moral"
"credible"
"fair"
"jury"
"people"
"online"
"shitty"
"job"
"true"
"100"
"convinced"
"credible"
"jury"
"reached"
"conclusion"
"evidence"
"juror"
"expressed"
"dismay"
"learning"
"list"
"charges"
"prosecutors"
"dropped"
"immediately"
"trial"
"csi"
"bullet"
"trajectory"
"touched"
"happened"
"shooting"
"pitts"
"running"
"police"
"viewpointa"
"police"
"officer"
"familiar"
"evidence"
"support"
"pitts"
"claims"
"happened"
"night"
"supposed"
"exchange"
"iphone"
"20"
"baggie"
"street"
"dealt"
"cocaine"
"evidence"
"o’malley"
"robbed"
"fought"
"wound"
"murdered"
"overwhelming"
"jury"
"believed"
"pitts"
"explained"
"accident"
"o’malley’s"
"fiancee"
"shared"
"feelings"
"online"
"verdict"
"kevin’s"
"murder"
"accident"
"appalling"
"kevin"
"successful"
"promise"
"wrong"
"justice"
"system"
"basically"
"murder"
"pitts"
"stole"
"kevin’s"
"future"
"stole"
"future"
"dreams"
"innocent"
"person"
"accidentally"
"killed"
"run"
"toss"
"gun"
"run"
"fast"
"leave"
"shoe"
"tossed"
"left"
"pos"
"kevin’s"
"cell"
"phone"
"cell"
"phone"
"valuable"
"pos"
"kevin’s"
"life"
"accident"
"o’malley’s"
"alma"
"mater"
"university"
"iowa"
"established"
"scholarship"
"awarded"
"junior"
"senior"
"accounting"
"majors"
"chicago"
"applications"
"students"
"received"
"march"
"1"
"2020"
"million"
"questions"
"broke"
"heart"
"o’malley’s"
"family"
"friends"
"juror"
"waited"
"outcome"
"devastating"
"super"
"bad"
"family"
"didn’t"
"night’s"
"sleep"
"night"
"jury"
"questions"
"i’d"
"million"
"questions"
"loved"
"grill"
"prosecution"
"defense"
"loved"
"convict"
"guy"
"degree"
"murder"
"evidence"
"machete"
"casepitts"
"free"
"bail"
"awaiting"
"trial"
"threatening"
"police"
"officers"
"machete"
"killed"
"o’malley"
"court"
"hearing"
"judge"
"thomas"
"byrne"
"sentenced"
"pitts"
"o’malley"
"slaying"
"byrne"
"pitts"
"machete"
"sentence"
"immediately"
"offset"
"1,414"
"days"
"credit"
"time"
"pitts"
"served"
"awaiting"
"trial"
"defense"
"motion"
"trial"
"o’malley’s"
"denied"
"raymond"
"bensfield"
"cpd"
"prison"
"repeatedly"
"robbing"
"retail"
"shops"
"lakeview"
"lincoln"
"park"
"held"
"bail"
"prosecutors"
"charged"
"armed"
"robberies"
"stores"
"month"
"lakeview"
"lincoln"
"park"
"raymond"
"benfield"
"44"
"released"
"prison"
"july"
"10"
"serving"
"half"
"sentence"
"received"
"robbing"
"walgreens"
"3201"
"north"
"broadway"
"bottles"
"liquor"
"swinging"
"bottle"
"manager"
"stop"
"robbery"
"days"
"bensfield"
"released"
"prison"
"robbing"
"stores"
"minute"
"prosecutors"
"robbed"
"stores"
"days"
"month"
"sept"
"19"
"bensfield"
"allegedly"
"wielded"
"knife"
"robbed"
"retailer"
"2700"
"block"
"north"
"clark"
"9"
"45"
"a.m"
"police"
"spokesperson"
"11"
"37"
"a.m"
"sept"
"22"
"bensfield"
"allegedly"
"threatened"
"shoot"
"employee"
"stop"
"stealing"
"beer"
"walgreens"
"3046"
"north"
"halsted"
"gun"
"displayed"
"police"
"arrested"
"bensfield"
"day"
"recognized"
"900"
"block"
"west"
"addison"
"bensfield"
"held"
"bail"
"charged"
"aggravated"
"robbery"
"indicating"
"presence"
"firearm"
"armed"
"robbery"
"dangerous"
"weapon"
"late"
"july"
"weeks"
"released"
"prison"
"bensfield"
"charged"
"stole"
"merchandise"
"jewel"
"osco"
"3531"
"north"
"broadway"
"allegedly"
"threatened"
"staff"
"knife"
"previously"
"bensfield"
"sentenced"
"pair"
"prison"
"sentences"
"stealing"
"cigarettes"
"liquor"
"7"
"eleven"
"store"
"2600"
"block"
"north"
"clark"
"claiming"
"gun"
"day"
"stole"
"bottle"
"jägermeister"
"walgreens"
"2817"
"north"
"clark"
"threatened"
"shoot"
"employee"
"arrests"
"robberies"
"2016"
"bensfield"
"collected"
"series"
"charges"
"alleged"
"behavior"
"lakeview"
"lincoln"
"park"
"november"
"9"
"2015"
"employee"
"defunct"
"market"
"grocery"
"store"
"521"
"diversey"
"claimed"
"bensfield"
"punched"
"confronted"
"bensfield"
"allegedly"
"stealing"
"merchandise"
"charges"
"dropped"
"victim"
"failed"
"court"
"records"
"november"
"3"
"2015"
"employee"
"7"
"eleven"
"pine"
"grove"
"diversey"
"detained"
"bensfield"
"allegedly"
"shoplift"
"steel"
"reserve"
"spiked"
"punch"
"pack"
"fat"
"tire"
"amber"
"ale"
"charges"
"dropped"
"witness"
"court"
"july"
"2015"
"bensfield"
"received"
"6"
"month"
"sentence"
"pleaded"
"guilty"
"pulling"
"knife"
"employee"
"walmart"
"neighborhood"
"market"
"2844"
"broadway"
"victim"
"confronted"
"bensfield"
"reserved"
"employees"
"previously"
"served"
"prison"
"time"
"arson"
"armed"
"robbery"
"records"
"esteban"
"uriostigue"
"cpd"
"lawndale"
"body"
"found"
"chicago"
"river"
"missing"
"grocery"
"store"
"lincoln"
"park"
"summer"
"died"
"drowning"
"cook"
"county"
"medical"
"examiner’s"
"office"
"office"
"unable"
"determine"
"death"
"accidental"
"records"
"esteban"
"uriostigue"
"22"
"left"
"jewel"
"osco"
"2550"
"north"
"clybourn"
"9"
"p.m"
"june"
"25"
"returned"
"home"
"employee"
"store"
"friends"
"uriostigue’s"
"body"
"found"
"week"
"chicago"
"river"
"webster"
"avenue"
"half"
"mile"
"south"
"grocery"
"store"
"parking"
"lot"
"46"
"shot"
"sunday"
"morning"
"north"
"neighborhood"
"police"
"victim"
"400"
"block"
"west"
"oak"
"heard"
"sound"
"gunfire"
"passing"
"vehicle"
"shortly"
"5"
"a.m"
"police"
"department"
"source"
"struck"
"shoulder"
"driven"
"northwestern"
"memorial"
"hospital"
"private"
"car"
"condition"
"stabilized"
"police"
"unable"
"shell"
"casings"
"evidence"
"shooting"
"scene"
"central"
"detectives"
"investigating"
"store"
"554"
"west"
"diversey"
"googlepolice"
"investigating"
"armed"
"robbery"
"store"
"lakeview"
"saturday"
"afternoon"
"injured"
"entered"
"store"
"554"
"west"
"diversey"
"3"
"50"
"p.m"
"offenders"
"displayed"
"knife"
"police"
"witness"
"contacted"
"cwbchicago"
"brandishing"
"knives"
"robbed"
"store"
"ripping"
"equipment"
"displays"
"carrying"
"witness"
"surveillance"
"video"
"robbers"
"black"
"late"
"teens"
"20"
"wore"
"green"
"puffy"
"jacket"
"blue"
"hat"
"yellow"
"writing"
"front"
"light"
"colored"
"jeans"
"wore"
"blue"
"hoodie"
"horizontal"
"stripe"
"gray"
"pants"
"wore"
"black"
"hoodie"
"black"
"pants"
"white"
"shoes"
"heading"
"west"
"diversey"
"retailer"
"fajour"
"hodges"
"cpd"
"7"
"eleven"
"arrest"
"adult"
"charged"
"connection"
"sunday’s"
"flash"
"mob"
"theft"
"gold"
"coast"
"convenience"
"store"
"video"
"published"
"cwbchicago"
"sunday"
"entering"
"store"
"1036"
"north"
"dearborn"
"earlier"
"day"
"counter"
"stole"
"estimated"
"2,265"
"worth"
"merchandise"
"police"
"100"
"packs"
"newport"
"cigarettes"
"carton"
"newports"
"packs"
"rolled"
"cigars"
"hours"
"theft"
"police"
"officers"
"monitoring"
"pod"
"camera"
"allegedly"
"18"
"fajour"
"hodges"
"selling"
"loose"
"cigarettes"
"chicago"
"wabash"
"patrol"
"officers"
"approached"
"hodges"
"found"
"possession"
"boxes"
"newports"
"cpd"
"report"
"surveillance"
"images"
"counter"
"7"
"eleven"
"providedhodges"
"denied"
"7"
"eleven"
"earlier"
"day"
"told"
"officers"
"purchased"
"cigarettes"
"8"
"pack"
"friend"
"prosecutors"
"charged"
"hodges"
"felony"
"theft"
"judge"
"david"
"navarro"
"released"
"recognizance"
"bond"
"addition"
"7"
"eleven"
"hodges"
"due"
"court"
"oct"
"8th"
"charges"
"possessing"
"stolen"
"divvy"
"bike"
"street"
"chicago"
"avenue"
"aug"
"21"
"police"
"bike"
"hodges"
"riding"
"reported"
"stolen"
"divvy"
"technician"
"earlier"
"summer"
"surveillance"
"images"
"sought"
"police"
"cpdchicago"
"police"
"public’s"
"identifying"
"pickpocket"
"team"
"cta"
"train"
"system"
"downtown"
"prolific"
"pickpocket"
"felony"
"identity"
"theft"
"pending"
"charged"
"stealing"
"wallets"
"victims"
"loop"
"cta"
"incidents"
"detectives"
"sunday"
"afternoon"
"released"
"sets"
"cta"
"surveillance"
"images"
"suspects"
"pickpocket"
"incidents"
"downtown"
"subway"
"system"
"additional"
"surveillance"
"images"
"suspects"
"cpdin"
"incident"
"surrounded"
"victim"
"jackson"
"red"
"line"
"station"
"stole"
"wallet"
"backpack"
"2"
"47"
"p.m"
"sept"
"19"
"police"
"struck"
"washington"
"blue"
"line"
"station"
"3"
"40"
"p.m"
"sept"
"23"
"information"
"suspects"
"contact"
"central"
"detectives"
"312"
"747"
"8380"
"morris"
"mosley"
"cpd"
"arrestmorris"
"mosley"
"professional"
"pick"
"pocket"
"collected"
"60"
"criminal"
"managed"
"featured"
"cwbchicago"
"previously"
"custody"
"mosley"
"53"
"arrested"
"police"
"south"
"sept"
"13"
"patrol"
"officers"
"recognized"
"person"
"thefts"
"women"
"loop"
"summer"
"prosecutors"
"mosley"
"stole"
"wallet"
"53"
"woman’s"
"purse"
"dined"
"restaurant"
"400"
"block"
"south"
"july"
"18"
"july"
"26"
"stole"
"61"
"woman’s"
"wallet"
"restaurant"
"100"
"block"
"north"
"riverside"
"plaza"
"charges"
"police"
"victims"
"stolen"
"credit"
"cards"
"subsequently"
"numerous"
"fraudulent"
"transactions"
"thefts"
"series"
"12"
"thefts"
"restaurant"
"patrons"
"downtown"
"community"
"alert"
"police"
"issued"
"august"
"mosley"
"charged"
"felony"
"theft"
"prior"
"conviction"
"felony"
"theft"
"person"
"judge"
"arthur"
"willis"
"set"
"bail"
"10,000"
"willis"
"electronic"
"monitoring"
"post"
"10"
"deposit"
"bond"
"court"
"records"
"pending"
"criminal"
"counts"
"aggravated"
"identity"
"theft"
"theft"
"person"
"allegedly"
"stealing"
"73"
"wisconsin"
"man’s"
"wallet"
"union"
"station"
"july"
"2018"
"october"
"mosley"
"sentenced"
"40"
"days"
"stealing"
"woman’s"
"wallet"
"waited"
"crosswalk"
"signal"
"change"
"400"
"block"
"north"
"michigan"
"avenue"
"anthony"
"hatley"
"chicago"
"police"
"dept"
"grand"
"jury"
"returned"
"list"
"felony"
"charges"
"anthony"
"hatley"
"allegedly"
"knife"
"girlfriend’s"
"head"
"held"
"swat"
"team"
"bay"
"lincoln"
"park"
"month"
"prosecutors"
"initially"
"charged"
"hatley"
"failure"
"register"
"sex"
"offender"
"grand"
"jury"
"additional"
"ideas"
"panel"
"returned"
"true"
"bill"
"hatley"
"charged"
"25"
"felonies"
"including"
"22"
"class"
"counts"
"police"
"home"
"2500"
"block"
"north"
"bosworth"
"neighbors"
"reported"
"hearing"
"woman"
"scream"
"11"
"45"
"a.m"
"aug"
"29"
"officers"
"floor"
"apartment"
"found"
"hatley"
"naked"
"knife"
"held"
"girlfriend’s"
"head"
"cpd"
"report"
"patrol"
"officers"
"defuse"
"situation"
"decided"
"call"
"swat"
"team"
"hatley"
"allegedly"
"rolled"
"knife"
"top"
"woman’s"
"head"
"causing"
"bleed"
"swat"
"standoff"
"peacefully"
"afternoon"
"police"
"media"
"observers"
"gather"
"barricade"
"scene"
"wdugjessicatwo"
"days"
"stand"
"hatley"
"arrested"
"released"
"recognizance"
"bond"
"allegedly"
"threatened"
"people"
"restaurant"
"belmont"
"sheffield"
"knife"
"court"
"records"
"eyebrows"
"raised"
"police"
"announced"
"day"
"swat"
"situation"
"58"
"charged"
"failure"
"register"
"sex"
"offender"
"court"
"records"
"cook"
"county"
"grand"
"jury"
"thrown"
"book"
"hatley"
"panel’s"
"true"
"bill"
"charges"
"hatley"
"14"
"counts"
"class"
"aggravated"
"criminal"
"sexual"
"assault"
"including"
"counts"
"involving"
"weapons"
"threats"
"life"
"charges"
"include"
"class"
"home"
"invasion"
"counts"
"counts"
"class"
"aggravated"
"kidnapping"
"inflicting"
"harm"
"class"
"aggravated"
"kidnapping"
"armed"
"felony"
"counts"
"aggravated"
"battery"
"strangling"
"aggravated"
"battery"
"deadly"
"weapon"
"aggravated"
"unlawful"
"restraint"
"hatley"
"held"
"bail"
"anthony"
"stevenson"
"cook"
"county"
"jail"
"records"
"hatley"
"39"
"sexually"
"assaulted"
"18"
"cook"
"county"
"convicted"
"aggravated"
"criminal"
"sexual"
"assault"
"aggravated"
"criminal"
"sexual"
"assault"
"weapon"
"2001"
"police"
"police"
"investigating"
"54"
"woman"
"pushed"
"ground"
"robbed"
"knifepoint"
"loop"
"wednesday"
"afternoon"
"woman"
"walking"
"lower"
"south"
"water"
"beaubien"
"court"
"that’s"
"east"
"michigan"
"avenue"
"noticed"
"offender"
"reportedly"
"displayed"
"knife"
"pushed"
"demanded"
"valuables"
"chased"
"short"
"distance"
"lost"
"track"
"ran"
"nearby"
"metra"
"station"
"entrance"
"robber"
"black"
"male"
"late"
"teens"
"20"
"stands"
"5’6"
"tall"
"wearing"
"white"
"shirt"
"gray"
"sweatpants"
"lakeview"
"robberya"
"depaul"
"university"
"student"
"told"
"police"
"robbed"
"gunpoint"
"19th"
"district"
"police"
"station"
"lakeview"
"sunday"
"morning"
"victim"
"walking"
"south"
"3600"
"block"
"fremont"
"street"
"2"
"a.m"
"approached"
"north"
"addison"
"street"
"offender"
"reportedly"
"displayed"
"handgun"
"depaul"
"drawstring"
"backpack"
"ran"
"offender"
"white"
"27"
"35"
"weighs"
"170"
"pounds"
"wore"
"black"
"jacket"
"jeans"
"carried"
"silver"
"handgun"
"pawell"
"borowski"
"beszta"
"chicago"
"police"
"dept"
"unabomber"
"dead"
"he’d"
"roll"
"grave"
"details"
"emerged"
"investigation"
"led"
"police"
"arrest"
"streeterville"
"allegedly"
"mailing"
"packages"
"narcotics"
"sparked"
"hazardous"
"materials"
"response"
"logan"
"square"
"month"
"pawel"
"borowski"
"beszta"
"arrested"
"hours"
"authorities"
"closed"
"central"
"fullerton"
"bomb"
"team"
"personnel"
"investigated"
"packages"
"prosecutors"
"charged"
"felony"
"trafficking"
"controlled"
"substance"
"felony"
"manufacture"
"delivery"
"controlled"
"substance"
"police"
"borowski"
"beszta"
"quickly"
"police"
"records"
"10"
"a.m"
"day"
"arrest"
"borowski"
"beszta"
"uber"
"subway"
"restaurant"
"4300"
"block"
"west"
"armitage"
"borowski"
"beszta"
"uber"
"driver"
"pull"
"mail"
"driver"
"that’s"
"you’re"
"that’s"
"police"
"borowski"
"beszta"
"pulled"
"hoodie"
"sunglasses"
"gloves"
"carefully"
"package"
"mailbox"
"massive"
"intersection"
"fewer"
"city"
"surveillance"
"cameras"
"plain"
"view"
"18th"
"anniversary"
"september"
"11"
"attacks"
"uber"
"driver"
"found"
"suspicious"
"reason"
"called"
"police"
"dropping"
"borowski"
"beszta"
"sandwich"
"shop"
"postal"
"inspectors"
"police"
"fire"
"personnel"
"swarmed"
"mailbox"
"officers"
"sandwich"
"shop"
"found"
"borowski"
"beszta"
"walking"
"parking"
"lot"
"investigators"
"found"
"total"
"14"
"priority"
"mail"
"packages"
"narcotics"
"inside"
"mailbox"
"altogether"
"packages"
"contained"
"1,283"
"xanax"
"pills"
"worth"
"10"
"18"
"grams"
"methamphetamine"
"police"
"that’s"
"time"
"borowski"
"beszta"
"accused"
"trafficking"
"narcotics"
"time"
"mailing"
"free"
"bond"
"awaiting"
"trial"
"major"
"drug"
"bust"
"winter"
"valentine’s"
"day"
"dates"
"cops"
"pulled"
"borowski"
"beszta"
"1000"
"block"
"west"
"roosevelt"
"driving"
"flat"
"tire"
"borowski"
"beszta"
"charged"
"drugs"
"stolen"
"car"
"february"
"chicago"
"police"
"department"
"officers"
"allegedly"
"found"
"trove"
"drugs"
"vehicle"
"20,000"
"xanax"
"pills"
"900"
"grams"
"meth"
"100"
"grams"
"cocaine"
"5,000"
"grams"
"pot"
"prosecutors"
"charged"
"25"
"laundry"
"list"
"felonies"
"released"
"bail"
"2012"
"borowski"
"beszta"
"sentenced"
"prison"
"class"
"felony"
"manufacture"
"delivery"
"cocaine"
"received"
"concurrent"
"terms"
"unlawful"
"possession"
"handgun"
"manufacture"
"delivery"
"cannabis"
"felony"
"theft"
"records"
"discharged"
"parole"
"sept"
"8"
"hector"
"roman"
"chicago"
"police"
"dept"
"pexelsa"
"police"
"seeking"
"connection"
"series"
"locker"
"break"
"ins"
"north"
"gyms"
"recently"
"crossed"
"paths"
"wrong"
"cops"
"driving"
"allegedly"
"stolen"
"car"
"police"
"patrol"
"500"
"block"
"west"
"belmont"
"sept"
